"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-008 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-008 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","2.85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086750",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-008 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-008 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","3.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086751",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-008 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-008 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","2.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086752",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-008 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-008 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","3.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086753",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-008 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-008 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","3.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086754",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-008 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-008 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","3.91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","650","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086755",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-008 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-008 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","3.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086756",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-008 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-008 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","4.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086757",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-008 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-008 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","5.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086758",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-008 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-008 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","5.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","850","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086759",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-008 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-008 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","5.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086760",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-008 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-008 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","2.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","950","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086761",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-008 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-008 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","2.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086762",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-008 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-008 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","5.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086763",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-008 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-008 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","6.83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","850","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086764",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-008 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-008 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","5.95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","950","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086765",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-008 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-008 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","6.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","950","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086766",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-008 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-008 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","850","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086767",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-008 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-008 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","6.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086768",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-008 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-008 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","6.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086769",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-008 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-008 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","5.94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","950","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086770",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-008 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-008 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","5.79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086771",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-008 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-008 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","5.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086772",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-008 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-008 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","5.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086773",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-008 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-008 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","5.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086774",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-008 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-008 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","3.63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","650","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086775",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-008 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-008 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","2.75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086776",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-009 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-009 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","2.69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1350","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086777",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-009 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-009 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","3.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086778",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-009 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-009 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","3.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086779",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-009 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-009 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","3.73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1050","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086780",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-009 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-009 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","3.73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","950","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086781",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-009 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-009 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","3.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086782",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-009 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-009 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","4.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086783",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-009 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-009 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","5.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","950","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086784",
"[18501]","CONTINENTAL FLOOD BASALT","AUSTRALIA / WESTERN AUSTRALIA / KALKARINDJI LARGE IGNEOUS PROVINCE - TABLE HILL VOLCANICS","07THD-009 DRILL CORE","-27","-27","125","125","SUBAERIAL","","","s 07THD-009 [18501]","GABBRO [18501]","","","","","","","","","PLUTONIC ROCK","","","","","WHOLE_ROCK [18501] ","","","","","","","","","","5.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1086785",
